GrantIDs	Counter
T32 GM081062	2
RC2 AR058950	4
U01 DP006266	4
P30 AG028747	1
N01AR22261	3
N01 AR022261	1
N01 AR022259	1
N01 AR022258	1
N01 AR022262	1
N01 AR022260	1
P30 DK045735	2
II-LB-0313-20008	2
R01 AI121054	1
K08 HL141601	3
S10 OD018526	2
F31 HL127984	1
T32 MH073526	3
R01 MH042191	1
R01 AG040039	3
K23 DK094829	1
C864/A8257	1
R01 MH106842	1
U01 HL134812	1
R01 HL048801	1
P01 HL032262	1
U54 DK106829	1
100114	2
R01 NS073872	1
R21 CA178800	2
KL2 TR001862	1
L30 HG006417	1
P50 CA095103	1
RP-PG-0310-1004	3
R01 DK084960	4
P01 AG000538	2
Z01 AG000958-06	1
R01 HL124262	4
PG/16/49/32176	1
UM1 HL098166	1
R01 HG003988	1
F32 GM105202	1
U54 HG006997	1
R24 HL123879	1
G0100132	2
R03 CA192197	2
R25 DA026120	2
R01-AG042568	1
T32 AI007358	1
R01 AI052032	1
R01 DA016551	1
RC4 AI092715	1
D43 TW000004	1
K23 AR056736	1
R01 DK105118	1
R03 DK089010	1
D43 TW009127	2
K01 AG049152	4
K24 AG045333	1
R01 AG038791	2
F31 NS084556	2
U54 NS092089	3
MR/N014995/1	1
MR/M022501/1	2
Z01 AG000951-06	1
U01 HL067893	2
U01 HL067896	3
U01 HL067901	3
U01 HL067900	2
U01 HL067898	2
U01 HL067894	3
U01 HL067895	2
U01 HL067899	2
P 26660	2
U01 HL067902	2
T90 DE023520	1
K99 DE022378	2
R00 DE022378	3
671084	1
R25 HL088724	1
WT078857MA	1
G0600344	1
P01 HL060030	2
N01WH74316	1
R21 HL121348	1
T32 GM007266	1
R01 DK113003	4
U01 CA155309	4
6858	2
RP-PG-0707-10101	1
I01 BX002558	2
K01 HL130609	2
T32 DA007313	1
K02DA32573	3
R01 HG007354	2
R01 DA23668	1
R01 HG007175	2
R01HG007354	1
K99 DA038725	1
DA027995	1
R01HG007175	1
5T32GM007205-38	1
DA031579	1
R01DA12690	1
R01-AG045231	1
R01ES024992	1
R01 ES024992	2
R01 AG045231	4
R01 DA17305	1
R01 DA017305	4
DA033369	2
T32DA007313	1
8UL1TR000142-07	1
R21 DA036826	1
I01 BX000881	1
MOP 86466	1
CEN-132382	1
HL36587	1
HL10621	1
R01 DE012354	1
N01 DE032636-23	1
T32 MH014592	1
RC2 HL101499	1
1RC2HL101499	1
U54 TR000123	2
ZIA AA000242-01	1
Z99 AA999999	1
R01 MH065963	1
ZIA AA000242-02	1
8P20 GM-1033528	1
1 U54 GM104940	2
R01 HL047323	1
2P30DK072476	1
P30 DK072476	1
R01 HL098445	1
R01 HL047317	2
R01-HL-098445	1
R01 HL047327	1
K08 HL091108	1
RF1 AG036042	2
K24 AG035007	2
RC1 MD004418	1
U10 DD000180	1
U01 DD000498	1
U10 DD000182	1
R01 MH094293	1
U10 DD000183	1
U10 DD000181	1
U10 DD000184	1
R01 DK094907	2
9675	1
MR/M008975/1	1
104150	3
R01 HG007112	3
R01-AR-060893	1
P01-AR-048929	2
R01-AR-057106	2
N01AR42272	2
17287	2
N01AR-62277	1
U19-AI-082714	1
R01 AR057106	2
K23-AR-50177	2
RC1-AR-058587	2
RC2AR059092	1
RC2 AR059092	3
068545/Z/01	1
K23 AR050177	2
P30-AR-473639	2
U01 AI067150	3
U01-AI-067150S1	1
N01-AR-42272	2
FPU17-04877	1
PI18/01242	1
S10 OD017985	3
T32 HG008341	3
U01 HG011720	1
 107752/Z/15/Z	1
R35 CA220502	1
U01 CA213140	1
81970969	1
81830031	1
JX116GSP 20171416	1
PAPD-2018-87	1
BL2014073	1
15KJA320002	1
2016-WSW-008	1
ZDRCC2016023	1
zdxka2016026	1
KYCX19_1148	1
CJ20210092	1
CZQM2020025	1
ZIA AG000935	3
BR 1704/6-1	1
UW2015-7946	1
U01 CA084968	2
S10OD028685	2
112746 	1
NU58DP006333	1
RO 2270/8-1	1
01GL1712	1
01ER0814	1
HHSN261201700006I	1
2P30CA015704- 40	1
JTC2013-FOCUS	1
HO 5117/2-1	1
BR 1704/6-3	1
CH 117/1-1	1
BR 1704/6-4	1
20-03997S	1
PI09-1286	1
01KH0404	1
UM 2012–5653	1
KL 2354/3-1	1
98-10030	1
JTC2012-METABOCCC	1
LE22A10-2	1
NV18/03/00199	1
01ER1505B 	1
01ER1505A	1
12511	1
2017SGR723	1
01ER0815	1
R01 CA143247	1
01KT1510	1
BR 1704/17-1	1
MR/R017247/1	1
WERELD KANKER ONDERZOEK FONDS	1
UW 2013-5927	1
HE 5998/2-1	1
MC_UU_12013_2	1
PI14-613	1
C18281/A29019	3
312057	1
U01 AG18033	1
U01 CA86308	1
PT13/0010/0013	1
R01 CA189184	3
829675	1
NU21-07-00247	1
P01 HL034300	1
MC_UU_00017/2	1
R01 HL139793	1
BBI025751/1	1
BB/I025263/1	2
 217065/Z/19/Z	2
BB/M011186/1	1
R01 AI124348	1
TL1 TR002549	1
U01 AI115642	1
R33 AI138272	1
N01AI70022	2
N01AI95383	2
R41 NS110331	1
R01 DA009532	1
P50 CA084724	4
R01 DA026141	3
U54 NS115054	1
R03 CA245998	1
R01 CA155461	2
R01 CA175737	2
K99 CA246076	1
T32 AI118690	1
K24 HL093294	1
U24 AI049213	2
DP2 HL137300	1
R01 HL148565	2
P01 HL142494	1
R01 HL136574	1
R01 HL133433	4
DPG6180001	1
C1343/A5738	1
R01 MH123486	1
R21 MH125358	1
17H04301	1
19K09473	1
19H01021	2
JP20ek0109413	2
JP20km0405211	2
JP20ek0410075	2
JP20gm4010006	2
R01 HL130512	3
HHSN268201500016C	1
R01 AI114555	1
U19 AI117673	1
U01 AG049506	1
T32 DA007261	1
DP1 DA054394	2
P42 ES010337	2
UL1 TR001442	2
R01 DK106419	2
P30 DK120515	2
R01 DK121378	1
R01 DK124318	1
Ph.D. scholarship	1
UM1 DK126194	1
R03 AI133172	3
U01 HG011719	3
R01 HL151855	3
R01 DK122586	1
R01 HL137984	1
R01 AA026302	1
P41 EB029460	1
R21 AI156161	2
U01 DK098246	3
R21 DK099716	3
R01 DK114291	1
K08 DK124577	1
R01 AI123539	1
UL1 TR001878	4
R01 DK127083	1
P30 DK111024	2
K01HL14033	1
R03HD092854	1
75N92020D00002	3
R01 HL158884	1
75N92020D00005	3
75N92020D00001	3
75N92020D00003	3
R01 HL146860	1
75N92020D00004	3
75N92020D00007	3
R56 HL150186	2
75N92020D00006	3
RF1 AG062377	1
R01 AG36042	1
R01 AG61356	1
U54 AG052427	1
R01 AG058002	1
U01 NS110453	1
R01 AG062335	1
RF1 AG054012	1
R01 DK120908	1
R01 DK098410	1
MC_PC_13030	4
G0800783	1
105602/Z/14/Z	1
2019R1G1A1099627	1
HHSN261201800010I	1
I01 CX001025	3
I01 BX004821	8
R01 HG010297	10
R01 HL141944	1
R21 CA252916	1
R21 CA227996	1
U01 CA196386	1
R25 CA057699	1
T32 CA057699	1
K23 DK122104	1
R01 HL071739	3
75N92022D00007	3
APP634301	1
T32 AG052354	1
2019R1A2C1007203	1
Year 2019 and 2020	1
RASSR57271	1
P.O.R. Sardegna F.S.E. - Operational Programme of the Autonomous Region of Sardinia, European Social Fund 2014-2020	1
R01 AG046544	1
907.00303	1
R01 GM128096	1
916.10159	1
VIDI 016.136.367	1
VIDI 016.136.361	1
N01AG50002	2
QUST-1-CHS-2019-16	1
212259 	2
DST/INSPIRE-IF160538	1
MR/S025340/1	2
R00 MH116115	1
RF1 AG068191	1
U01 AG068057, R01 AG071470, RF1 AG068191	1
R01 AG071470	1
R01 LM013463	1
R03 DC015329	1
U01 DK060963	1
U01 DK061022	1
R01 DK119199	1
UL1 RR029879	1
U01 DK061028	1
UL1 TR000433	1
U01 DK060984	1
U01 DK061021	1
U24 DK060990	1
U01 DK060980	1
UL1 TR000424	2
U01 DK060902	1
U01 DK060990	1
R01 DK106540	2
R01 DK124612	1
223164/Z/21/Z	1
HHSN268201500015C	4
HHSN268201600033C	1
UM1 HG008898	4
U24 HG008956	3
R01 NS099209	1
P20 GM135007	1
R01 HL125580	1
U01 HL107437	1
R01 HL136666	2
RF1 MH120025	1
R01 MH122688	1
K99 AG066849	4
R01 HL144574	1
RG/09/011/28094	1
RG/15/2/31224	1
115303	1
733161	1
GA 2913/1-1	1
JP20km0405203	1
JP20km0105001	1
JP20km0105002	1
JP20km0405001	1
JP19am0101067	1
052247	1
 G0500817	1
R01 MH124873	3
042025	1
PDF-2018-11-ST2-020	1
MC_PC_17212	3
EP-C-15-001	5
MR/P002005/1	1
MR/T004231/1	1
G0700052	1
CMU107-Z-06	1
CLRPG2L0052	1
C348/A18927	1
U127527198	1
U24 CA076518	4
T32 HL105334	2
R01 AG060747	1
P30 AG066515	2
AG047366	1
AG060747	1
R01 HL139553	2
HL141291	1
HL139553	1
HL134894	1
R01 HL141291	1
U01HL137162	1
206194 	3
FP01021164	1
T32 4T32HL066987-15	1
R01CA2416323	1
U01 CA195565	1
U24 CA232979	1
UL1 TR001412	1
R01 CA105274	1
KL2 TR001413	1
HHSN268201700006C	1
R21 HD087860	1
K23 HL151819	1
L40 AI138248	1
R01 AG046171	1
RF1 AG051550	1
R01 AG061788	1
MR/P01836X/1	3
106263/Z/14/Z	1
106262/Z/14/Z	1
MC_UU_12012/3	1
MC_UU_00014/3	1
204623	4
MR/L00002/1	1
WT083442AIA	1
MC_UU_00014/5	1
107-2314-B-002-195-MY3	1
R01 EY009859	2
P30 EY010572	1
R01 EY014428	1
R01 EY021900	1
ZIA EY000475	1
R00 HL130523	1
MC_UU_00006/3	5
K01 HL153941	1
K23 HL136851	2
AA/18/3/34220	1
204801/Z/16/Z	1
R01 CA231264	1
R01 AI127392	1
U19 AI070235	2
P01 AG08761	1
RE/18/5/34216	2
R01 HL047678	2
R01 HL134328	1
R01 HL152201	1
R01 HL149826	1
R56 HL138103	1
FS/11/71/28918	1
75N94020D00007	1
75N90021D00004	1
75N94020D00003	1
P20 MD000170	1
S10 OD028685	3
75N90021D00002	1
75N95021D00001	1
75N98021D00005	2
75N99021D00001	1
R01 HL151152	4
75N97021D00003	1
75N98021D00004	1
I01 CX001737	2
75N94021D00002	1
75N91021D00001	1
75N98021D00002	1
R18 DK066204	1
75N99021D00002	1
U34 DK091958	2
75N94021D00001	1
I01 CX001729	1
IK6 BX003777	2
BRC-1215-20014	1
WT102627	1
RE/13/6/30180	1
WT210561	1
M009017	1
MFE-171279	1
R01 HL132320	1
R01 HL133870	1
F32 HL150992	1
K23 DK127073	1
K08 HL145095	1
KL2 TR002542	1
RF1 AG063507	1
K08 HL159346	1
R01 HL141434	1
R01 HL140224	1
U54 HL120163	1
18SFRN34250007	2
K24 HL153669	1
R01 HL134893	1
14136 	1
R01 DK118631	1
R03 HD098552	2
R01 HL148218	1
R01 HL098433	1
HHSN268201600007I	1
K08 AG065463	2
G0801418/1	1
U01 AG058654	4
R01 AG054005	1
RF1 AG059421	3
R56 AG055824	1
R21 AG063130	1
P01 AG066597	1
U01 AG068880	1
R01 NS118146	2
RF1 AG061872	1
P50 AG033514	4
F99 AG073565	1
R01 DK118062	1
R01 MH124655	1
R01 MH113700	1
K23 AI143882	1
U19GM61388, R01GM028157, R01AA027486, R01MH108348, R24GM078233, RC2GM092729, U19AG063744, N01MH90003, R01AG04617, U01AG061359, RF1AG051550, R01MH113700, R01MH124655, K23AI143882	1
2041339	1
U01 DD000491	1
CDP 13-003	2
U24 HD090912	1
EP-D-18-001	2
R01 HD039054	1
0291014.202.603	1
R01 HL134653	1
HHSN2682011-00001I, 00002I, 00003I, 00004I, 00005I, 00006I, 00007I, 00008I, and 00009I	1
2020R1C1C1A01012657	1
2021R1A6A1A10044154	1
206619/Z/17/Z	1
R01 HL075516	1
P01 AG017242	1
R35 GM124836	2
R01-HL142711	1
R01-HL148050	1
TNE-18CVD04	1
T32 GM007280	1
R35-GM124836	1
R01 HL155915	1
T32-GM007280	1
R01-HL155915	1
R01-HL139865	1
R01 HL139865	2
R01-HL148565	1
MR/J500355/1	1
2593	1
CS/13/1/30327	1
MCPC_13048	1
074548	1
I01 BX004672	3
APP1004999, APP1062935	1
APP1099021	1
R01 HL130113	2
R01 HL142809	1
T32 HL076136	1
R01 HL072403	2
K08 HL111210	1
U01 HL123339	1
K24 HL113128	1
R01 DK082971	1
R01 HL109711	1
K02 DA043063	1
R01 DA037349	1
U01 HL069758	1
C06 RR017568	1
P30 EY008126	3
2007-2135	1
20070212	1
2013-01586	1
HEALTH-F4-2007- 201413	1
PG/13/64/30435	1
20593	1
MR/S004068/1	3
R37 DA004334	1
U01 HL146201	1
R01 AG058549	1
IK2 RX001515	3
IK2RX001515	1
R35 HL135793	2
MC_PC_U127527200	1
MC_PC_15065	1
MC_UU_00007/4	1
CS-2014-14-023	3
PCL/17/07	1
 WT098381	1
 WT083442AIA	1
T32 AG058529	1
R01HL52611	1
R01 HL052611	2
R01 AG009375	2
P30ES006096	1
R01DK59642	1
R01 DK055406	1
R01DK55406	1
R01AG09375	1
R01 DK059642	2
R01HL093093	1
R01HL133040	1
31930053	1
31421003	1
31671168	1
R01 HL086864	1
R43 TR002702	1
U01 DK116040	1
R01 AI140303	1
U01 DD001223	4
DE018277	1
FOA #DD09-001	1
102731	1
FOA #DD13-003	1
U01 DD001035	5
PA #96043	1
102731/Z/13/Z	1
HHSN275201100001I	3
PA #02081	1
U01 DD001227	1
HHSN275201100001C	3
HHSN27500005	1
NOFO #DD18-001	1
HHSN275201100001G	3
R01 HD059835	1
UL1 TR001085	1
R21 AI139012	2
UL1 TR003142	1
P20 GM121325	1
R01 DA032246	1
HL071205	1
UL1-DR-001079	1
ZIAEY00401	1
U01 MH105653	1
R01 MH063480	1
04036/Z/14/Z	1
R01 MH103368	2
R01 MH100549	4
 WT083573/Z/07/Z	1
ZIA MH002843	1
 WT090532/Z/09/Z	1
 WT089269/Z/09/Z	1
R01 MH106531	3
 G0800509	1
104150/Z/14/Z 	1
K01 HL127265	3
U10 HL069294	2
K01 HL143109	1
R01 HD079533	1
617306	2
K99 MH117229	1
R01 MH085560	1
R01 MH085521	1
CIBER 06/03	4
PI16/00366	3
PI06/1326	4
SAF2016-80532-R	4
FPU 18/01703	1
P1-1B2013-54	3
COGRUP/2016/06	3
2018IM	1
538/U/2016	4
PROMETEO2017/017	3
AEST/2018/044	3
APOSTD/2019/136	2
8050-51000-098-00D	2
PI13/00728	2
74550801	1
667191	1
NNF17SA0031406	1
P50 CA171963	1
P50 CA100707	1
2013/1	1
T32 MH020065	1
R01 AR056280	1
MC_U137686855	1
RP-2017-08-ST2-014	2
CS-2013-13-017	1
R01 HL149836	1
097152/Z/11/Z	1
G0901226	2
R01 HL130974	2
K08 HL140087	2
R01 HL137234	1
UG3 HL151865	1
R01 HL117491	1
MR/P02811X/1	4
R21 HL121422	6
R01 HL118567	1
R01 HL129778	1
MR/N005813/1	2
MR/P013880/1	5
MR/L012561/1	3
CMRPG3G0962, CMRPG3H1831	1
106-1901-01-10-02 and 107-1901-01-19-02	1
R01 DK115679	5
31501026, 31771417 and 31571291	1
U24 GM115370	2
HHSN275200800013C	1
HHSN275200800002I	1
HHSN275200800014C	1
HHSN275200800012C	1
HHSN275200800028C	1
HHSN275201000009C	1
R01 HL077398	1
R01 EB000790	2
R01 NS057198	1
U01HG007376	1
U01HG007416	1
U01HG007419	1
T32-HL007055-40	1
R01 CA134848	2
R01 GM083345	2
101123	1
080280/Z/06/Z	1
U01 NS082079	1
P50NS016367 	1
R01 NS091161	1
P50 NS016367	1
R01NS049206  	1
U01NS082079 	1
R01NS091161	1
R01 NS049206	1
R01 DK106593	2
R01 DK092235	1
098759	2
 MC_UU_00011/1	1
G0701603	2
R01 DC008552	1
I01 BX003040	1
179009 	1
R01 AG050603	1
R21 AG051839	1
MR/M008525/1	1
MOP137116	1
MOP13129	1
R01 AG051848	1
MR/M023664/1	1
327387	1
U01 AG045390	1
WT08806	1
MR/R502340/1	1
MC_UU_12013/1-6	1
S- BRC-1215-20011	1
R01 AG062623	1
MOP-110975	1
MOP-123494	1
R21 HD089502	1
K23 DK120945	1
204290/Z/16/Z	1
MC_UU_12010/3	1
100956	1
MC_UU_00008/3	1
100308	1
204290	1
R268-2016-3925	1
7025-00078B	1
SFARI 311789	1
5U01MH094432-02	1
ZIA DK075068	1
MR/P014437/1	1
R01 DK107502	3
UL1 TR000039	1
R37 AI045898	1
R01 AI124355	1
TR130505	1
109863/Z/15/Z	2
Dnr: 538-2013-8864	1
980	1
C56067/A21330	1
BB/I025751/1	1
MR/M006727/1	2
K-1501	1
RF1 AG058476	1
201702180	1
31501026	2
31771417	3
R01DK115679	1
R01 HL118356	1
T32 ES007018	1
R21 HL091397	1
18SFRN34110082	1
R01 NS075107	1
T32 HL007284	1
MR/M01987X/1	1
N01-AR-2-2259	1
5-P60 AR49465-03	1
R01-AR060492	1
1U01DP006266	1
N01-AR-2-2260	1
N01-AR-2-2261	1
T32-AG-023480	1
N01-AR-2-2258	1
5-P60-AR30701	1
N01-AR-2-2262	1
5-P60 AR062760	1
S1734	1
T32-AG-00262	1
MR/J010847/1	1
RC2 DK116690	1
R01 DK097053	1
MR/M012328/1	1
MR/M012328/2	1
U19 AI076217	1
P30 EY025580	1
R01 EY020894	1
U54 HG009826	1
T32 GM007337	2
R01 EY010008	1
I01 RX001481	1
R21 EY029609	1
110222/Z/15/Z	1
CVON 2011/B019	1
016.186.071	1
BX004672-01A1	1
639.072.715	1
CVON 2017–20	1
RR&amp;D N1699-R	1
R01 AG064955	1
31271338	1
APP103119	1
2017YFC0803501-Z04	1
R01-DE027023	1
PhD Fellowship	1
U01-DE020078	1
31711530221	1
F/07 134/DF	2
2015FY111700	1
31771388	1
911-03-012	2
91731303	1
31711530331	1
16JC1400504	1
2017YFC083501	1
91651507	1
2016YFC0906403	1
National Key R&amp;D Program of China (2017YFC083501)	1
050-060-810	2
30890034	1
U01-DE20078	1
315014	1
1750102005011	2
CPT-1602, Estrategia para sostenibilidad 2016-2018 grupo GENMOL	1
175.010.2005.011	1
740580 (VISAGE)	2
XDC010400100	1
Major Project 2017SHZDZX01	1
Strategic Priority Research Program (XDC010400100)	1
QYZDJ-SSW-SYS009	1
Fellowship (APP1103623)	1
91631307	1
U41 HG006941	1
107743	1
MR/K013491/1	2
UL1 TR000058	2
CNIC-06/2007	1
PI07-0954	1
K24 HL137013	2
R01 CA203636	1
UH3 NS100599	1
JP17km0405206	1
17ek0109207h0001	1
17H04056	1
T32NS048004	2
K99MH116115	2
RF1 AG058484	1
Ricerca Corrente	1
"Project ""REFRACT"""	1
R21 EY027880	3
BRC3_026	2
206619_Z_17_Z	1
MR/N001524/1	3
204826/z/16/z	1
106995/z/15/z	1
R01AG059874	1
R01MH111671	1
R01MH117601	1
C06RR029965	1
K99MH102357	1
FDN-154294 	1
R01 HD102974	1
R21MH112956	1
R01MH106595	1
HD049907	1
F32MH109274	1
MH085436	1
U01MH087981	1
BMBF 01EO1504	1
R01 AR070139	3
LSHM-CT-2003-502941	1
FDN-148381	1
ZonMw VIDI 016.136.367	1
52009/8029	2
BCS-1518596	1
R21 AA024888	2
I01 CX000570	2
I01 CX001897	2
K23 AR064768	2
I01 CX000982	3
R01 DK105821	3
FS/12/82/29736	5
192102310191	1
19A330005	1
AA11330	1
AA017535	1
R01 AG033678	1
R01 CA067941	1
U01 CA067941	1
R01 CA114347	1
R01 CA072520	1
R03 CA153323	1
R01 CA136726	1
HHSN261201500005C	1
R01 CA097325	1
R01 HL113189	1
W81XWH-09-2-0128	1
RG/12/16/29939	1
ZIA HG000024	6
BHF/RG/2000004	1
 PG/02/128	1
090532/Z/09	1
R01 HL049762	1
95778	1
064693	1
MR/K012126/1	1
MC_UU_00027/5	1
079110	1
MR/R010161/1	1
R01 NS082347	1
R21 NS041968	1
U01 NS045719	1
C588/A19167	2
U01 HL138626	1
R01 DA038632	2
MC_UU_00011-1	1
WT205915	1
212259	5
U24 DK061730	1
K02 NS080915	1
J-1101	2
K23 AG059891	2
MC_EX_MR/L100002/1	2
MR/M009971/1	1
N01AR22259	2
N01AR22262	2
N01AR22258	2
N01AR22260	2
HI18C0070, HI19C0114	1
NRF-2020R1A2B01001695	2
NRF-2019R1I1A1A01041440	2
K99 HL130523	1
U54 EB020405	1
T32 HD007094	1
K99 HD094902	2
T32 HD007149	1
N1WH42116A	1
N1WH42112A	1
N1WH42114A	1
R43 HL115873	2
R01 AI148518	1
R01 DK067180	1
ZIA HG200378-01	1
ZIA HG200378-02	1
U01-HL072524 	1
R00-HL098459 	1
R01HL130735 	1
R01 HL130735	1
K01 HL136700	2
R01HL085710 	1
CA186107  	1
3R01HL085710-07S1 	1
HL105756 	1
HL136700 	1
R01HL135920 	1
N02-HL-64278 	1
U01-HG004729 	1
K08 HL112845 	1
R01 HL115189	1
R01HL115189 	1
R01-DD000295 	1
U01- DE020078 	1
NC/M001717/1	1
D43 TW005884	1
R01 AI130473	1
MC_PC_14140	1
P30 AR073750	1
UM1 AI144292	1
HG006139	1
K01DK106116	1
GM053275	1
K01 DK106116	1
DK106116	1
HG009120	1
R21 HL150374	1
GM052375	1
R01-HL136528	1
HL136528	1
UL1 TR002373	5
094791	1
104033	1
R01 HL139672	1
R01 HG009124	1
136799	1
NS085238	1
R01 NS043264	1
NINDS NS043264	1
R01 NS085238	1
R21 DA041883	2
R01 DA18432,	1
R01 AG050631	1
MR/M00869X/2	1
MC_PC_19056	1
216767/Z/19/Z	2
205228/Z/16/Z	1
103258/Z/13/A	1
MC_UU_12014/9	1
MR/P015514/1	1
215091/Z/18/Z	1
109965/Z/15/Z	1
R01 MH113665	2
P01 AI145818	2
81460223	1
BK20150323	1
1U19CA148127-02	1
CA148127S1	1
U19-CA148127	1
DK-062423	1
K05 CA175147	1
ZIA CP010200	1
R01LM012535 	1
R03AG054936 	1
R01AG17917 	1
R01NS084965 	1
P30AG10161 	1
R01AG30146 	1
U01AG046152 	1
R01 NS084965	1
R01AG048015 	1
R01 MD007909	2
R01 DA018267	2
DA-018673	1
R01 DA018660	1
G0800612	2
NARSAD Young Investigator Grant	1
NWO 480-05-003	1
ERC-284167	1
EY-COP-0029	1
RO14-0017 EEAJRP-RO-NO-20131-10191	1
202059	1
MOP110975	1
R01 HL137006	2
R01 HL137915	2
R01 GM139891	1
R01 HG010863	1
R01 AI152183	1
U01 AI154659	1
621-2014-5211	1
759933	1
19-09352S-P505	1
320030_159669	1
R03 DA047562	1
U10 CA180833	1
R01 HG006855	1
1116360	1
1150144	1
1123248	1
U01 DK063821	1
UC4 DK063863	1
U01 DK063861	1
U01 DK063790	1
HHSN267200700014C	1
U01 DK063836	1
U01 DK063829	1
U01 DK063865	1
UC4 DK095300	1
UC4 DK063861	1
UC4 DK063829	1
UC4 DK063821	1
UC4 DK117483	1
UC4 DK063836	1
UC4 DK112243	1
UC4 DK063865	1
U01 DK063863	1
UC4 DK106955	1
UC4 DK100238	1
R01 MH117559	1
R01 MH068521	2
R01 DA044014	2
R21 AA022717	3
R01 AA017444	3
R01 HD093651	2
P30 DA023026	2
R01 DA016977	2
K08 NS079493	1
R01 NS098023	1
WT072952	2
FS/15/61/31626	2
P50 DK083007	1
R01 DK073537	1
PI06/0024	1
PS09/00748	1
PI12/00060	1
PI15/00525	1
RD12/0009	1
RD16/0012	1
RYC-2014-16458	1
CD15/00095	1
RD16/0012/0009	1
CP16/00033	2
R01 HL130883	1
K08 HL118128	2
K23 HL130627	3
HU0001-15-2-0004	1
P50 AI030639	2
R01 DK078646	1
R01 MH106577	2
K99 HL136875	1
R01 AA018333	1
F31 AA025516	1
KL2 TR000057	1
UL1TR000058	1
22133008	2
23689022	1
15H04709	1
17ek0109208h0001	2
R56 HL126891	1
MR/J006971/1	1
R01 NS083633	1
R01 AR073017	1
R00 AG047255	1
HHSN268200900009C	2
P20 GM125503	1
P01 CA055819	2
R01 HD047321	1
R03 HD047327	1
R01 NS047323	1
R01 AR062506	1
K24 AR070892	1
MR/K023241/1	2
IK2 RX000703	1
IK2 CX000718	1
I01 BX002577	1
IK2 RX000908	1
P01 ES011269	1
U54 HD079125	1
R21 HD065269	1
R21 ES025560	1
UL1 RR024146	1
K99 MH113823	3
JONES/OCT15/958-799	3
UG3 NS104095	3
G0700463	1
MC_EX_G0800783	1
2008	1
L.26.2008	1
P30 DK123704	1
R01 HG010067	1
UC4 DK112217	1
R01 CA098346	1
20244	1
R01 AR061445	2
U01HL089897	2
R01 HL139634	1
R01 HL152244	1
R01HD085993	1
DE012472	1
U54-MD007587	1
PICT-2016-3869	1
R01-DE014667	1
R01-DE011948	1
K99-DE024571	1
DE011931	1
DE014667	1
DD000295	1
DE008559	1
DE009886	1
MD001830	1
DE016930	1
P30EYE003790	1
713-241202	1
AZ 961-386261/733	1
14575/2470	1
LPDS 2018-06	1
01ER1206	1
GR 5065/1-1	1
01ER1507	1
R21EY030142	1
R21EY030631	1
HE 3690/5-1	1
05/17	1
031L0026	1
R01EY030575	1
HE-3690/5-1	1
R01 EY RES 511967	1
P20 GM103440	1
31003A_175603	1
10-LABX-69-01	1
T15 LM007442	1
P30 AR070253	2
U01HG8657 (Kaiser Washington/University of Washington), U01HG8685 (Brigham and Women's Hospital), U01HG8672 (Vanderbilt University Medical Center), U01HG8666 (Cincinnati Children's Hospital Medical Center), U01HG6379 (Mayo Clinic), U01HG8679 (Geisinger Clinic), U01HG8680 (Columbia University Health Sciences), U01HG8684 (Children s Hospital of Philadelphia), U01HG8673 (Northwestern University), U01HG8701 (Vanderbilt University Medical Center serving as the Coordinating Center), U01HG8676 (Partners Healthcare/Broad Institute), and U01HG8664 (Baylor College of Medicine), U01HG006828 (Cincinnati Children's Hospital Medical Center/Boston Children's Hospital), U01HG006830 (Children's Hospital of Philadelphia), U01HG006389 (Essentia Institute of Rural Health, Marshfield Clinic Research Foundation and Pennsylvania State University), U01HG006382 (Geisinger Clinic), U01HG006375 (Group Health Cooperative/University of Washington), U01HG006379 (Mayo Clinic), U01HG006380 (Icahn School of Medicine at Mount Sinai), U01HG006388 (Northwestern University), U01HG006378 (Vanderbilt University Medical Center), and U01HG006385 (Vanderbilt University Medical Center serving as the Coordinating Center), U01HG004438 (CIDR), U01HG004424 (the Broad Institute)	1
110141/Z/15/Z	1
816201008025	1
81472868	1
81472869	1
81502736	1
JQ201616	1
2014ZRC03128	1
2016ZDJS07A06	1
R01 HL112088	1
R01 HL129239	1
R01DE023836	1
T90DE02198	1
F32 DE026688	1
R01 LM012012	1
R01 CA176568	2
R01 CA151989	3
4950	1
LSHG-CT-2006-018947	1
313010	1
R21 AA023068	1
R01 AA025080	1
R01 HG008965	1
R01 DK106718	1
K01 RR000188	1
K23 HL133437	1
K23 HL093023	1
L60 MD010865	1
U10 HL098103	1
K23 HL125551	1
U10 CA180836	1
R33 HL120781	1
R01 CA184585	1
R01CA120120	1
K24CA169004	1
CA63446	1
R01CA184545	1
CA142996	1
CA161032	1
R01 CA204797	1
P20 RR021905	2
R37 AI049954	1
P30 GM118228	2
UM1 HG009408	1
P01 HD084387	2
R01 MH109907	1
R01 DK104764	1
R01 HL138424	1
30CA125123P50097257R01CA126831R01CA139020R01CA52689	1
HHSN261201000140CP	1
P30CA125123	1
P50097257	1
UK10K	1
R01 DA042157	2
K08 NS101118	1
R01 NS097437	1
R01 NS097799	1
R01NS097799	1
NS075321	1
R01AG057777	1
15K08792	1
25293168	1
16H06277	1
17015018	1
221S0001	1
R01 HL057818	1
MR/M501633/1	3
293574	1
T32 GM096911	1
R01 NS033335	1
L30 HL140353	1
R01HL113264	2
20670	1
K24 MH064197	1
R01 AA022994	1
P30 CA016042	1
P30 CA196521	2
